,1BY6WEcLGh8j5v7,1IF53ai7Xc0U56Y,3PZuoBAID5Wc2HD,7JYdWkrLSPkdwr4,McdE0feGgRqW7Ca,VHMLBKoKgIrUVDU,WRmjgnKYAwPKWDb,YxYtjZvoooNbGkE,ZnxXDlPa8U1GXgE,ZoEaEvLYb1n2sOq,adLQvlD726eNBSB,bvBOhCH3iADSZry,iCRJl6heRkivqQ3,ih0vzX44oOqAx2f,pkci93gMrogZuBj,rGa61gmuvPhdLxV,sjndEbLyjtCKgGv,uHbuxQJl8lW7ozc,wCURE6d3bPkepu2,z9Y9gH1T5YWrNuG,zBIq5rxdHJRwDNY,zVJPv84UY57bAof
2020-06-02 13:30:00,9161.428571,9739.5,10103.75,9892.125,11061.14286,10141.25,9975.375,9961.375,10353.0,10277.625,10032.0,8950.571429,10062.75,10195.875,10013.25,10223.5,10855.42857,10470.25,10834.71429,10639.14286,10101.125,9967.875
2020-06-02 13:45:00,12181.5,13211.28571,13579.57143,13274.28571,12062.75,13497.28571,13171.28571,12709.0,13239.14286,13032.28571,13451.0,12222.375,12671.14286,12636.85714,12231.42857,12971.42857,11854.5,12131.85714,12015.875,11755.0,13298.42857,12689.0
2020-06-02 14:00:00,6286.571429,6817.625,6823.75,6612.714286,6804.571429,6805.857143,6731.25,6767.125,6807.285714,6720.875,6922.0,6191.0,6843.375,6593.857143,6763.875,6812.5,6718.0,6804.125,6731.571429,6645.571429,6857.75,6781.0
2020-06-02 14:15:00,6794.5,7393.571429,7439.285714,7259.125,7374.75,7407.625,7334.571429,7268.714286,7340.75,7276.142857,7514.571429,6724.625,7331.857143,7117.25,7403.571429,7368.285714,7286.75,7398.714286,7287.125,7196.125,7395.857143,7259.571429
2020-06-02 14:30:00,7546.857143,9035.75,8772.5,8752.0,8948.714286,8596.571429,8317.75,8743.142857,8449.428571,8969.0,8970.75,7543.0,9611.375,8541.0,9965.25,9871.125,8826.0,10000.5,8700.285714,8756.428571,9586.25,9827.25
2020-06-02 14:45:00,8873.75,8595.857143,8609.428571,8895.875,9948.375,8980.875,8506.142857,8862.5,9294.25,8894.5,8839.285714,8685.625,8139.428571,9253.5,8472.714286,8304.714286,9690.0,8565.428571,9872.25,10255.875,8459.285714,8411.142857
2020-06-02 15:00:00,6017.428571,6280.75,6017.125,6220.857143,7496.571429,6459.0,5904.0,6775.571429,6892.571429,6455.285714,6270.0,5782.857143,6835.875,6691.142857,6653.285714,6592.0,7013.428571,7298.428571,7335.428571,7568.857143,6642.875,6995.625
2020-06-02 15:15:00,5121.75,5365.857143,5348.285714,5272.25,5588.25,5406.875,5288.571429,5394.625,5508.5,5294.375,5436.857143,4993.875,5474.0,5382.375,5423.625,5406.428571,5454.625,5476.625,5548.875,5554.125,5426.714286,5487.571429
2020-06-02 15:30:00,5568.0,5951.25,5958.375,5895.714286,6132.714286,6013.857143,5882.625,6022.714286,6011.285714,5938.571429,6045.375,5543.428571,6069.571429,5892.428571,6082.142857,5969.5,6069.714286,6169.285714,6056.0,6041.857143,6046.142857,5951.0
2020-06-02 15:45:00,6739.125,5808.428571,5927.285714,5881.375,7255.875,6334.25,5606.142857,6848.625,7040.75,6065.75,5968.857143,6307.25,6634.875,7208.375,6195.25,5959.857143,6528.75,6393.125,7654.0,7794.375,6008.5,7222.285714
2020-06-02 16:00:00,6637.0,6267.75,6052.375,6732.0,7497.857143,6900.428571,5812.5,7269.285714,7245.571429,7195.428571,6291.0,6411.714286,7381.428571,7026.0,6628.571429,6818.857143,7365.714286,6572.857143,7132.571429,7444.714286,7238.142857,7129.571429
2020-06-02 16:15:00,4639.5,4971.857143,5050.285714,5090.75,5054.125,5064.75,5072.857143,4944.875,4982.625,5116.5,5109.0,4681.625,4905.375,4891.875,5158.125,5059.375,4819.125,4807.875,5002.25,5016.75,5122.375,4719.0
2020-06-02 16:30:00,4259.428571,4404.625,4541.285714,4498.714286,4718.142857,4601.857143,4401.857143,4555.857143,4645.857143,4583.0,4448.0,4240.714286,4603.285714,4488.857143,4683.571429,4649.428571,4780.285714,4694.571429,4637.142857,4520.428571,4655.285714,4538.428571
2020-06-02 16:45:00,2937.0,3003.857143,2994.875,2985.0,3260.375,3047.0,2931.625,3156.125,3194.375,3063.0,3015.428571,2870.428571,3202.75,3169.125,3143.0,3163.25,3160.25,3199.875,3243.125,3253.0,3156.375,3244.25
2020-06-02 17:00:00,2627.0,2792.428571,2778.142857,2778.285714,2859.285714,2819.571429,2728.0,2812.428571,2825.428571,2809.142857,2834.142857,2624.875,2802.285714,2781.571429,2783.714286,2817.857143,2776.714286,2771.0,2860.428571,2822.714286,2831.857143,2790.142857
2020-06-02 17:15:00,1451.857143,1567.0,1545.5,1510.75,1556.75,1531.875,1518.25,1537.25,1550.5,1522.25,1594.75,1436.142857,1570.625,1522.125,1558.875,1578.5,1532.0,1574.375,1572.0,1568.428571,1572.875,1573.25
2020-06-02 17:30:00,886.5,950.2857143,937.7142857,913.5714286,935.2857143,926.7142857,924.7142857,925.5714286,936.0,915.0,975.4285714,876.5,941.5714286,918.2857143,935.0,945.4285714,918.5714286,942.5714286,953.875,950.625,942.5714286,944.2857143
2020-06-02 17:45:00,569.5714286,624.125,617.0,593.375,619.4285714,603.375,608.375,591.125,601.625,586.625,647.5,562.1428571,600.75,588.0,594.75,603.625,607.0,602.5,605.0,602.1428571,604.75,600.375
2020-06-02 18:00:00,351.125,306.75,303.75,270.3333333,383.25,277.0,399.6666667,362.0,275.3333333,359.8571429,324.0,342.875,364.8571429,271.3333333,365.2857143,365.4285714,372.875,372.5714286,372.5,374.25,366.5714286,367.7142857
2020-06-02 18:15:00,291.2857143,0.0,0.0,0.0,318.1428571,0.0,0.0,296.25,0.0,288.375,0.0,281.1428571,296.0,0.0,290.625,297.5,304.5714286,296.625,309.7142857,309.0,296.0,296.625
2020-06-02 18:30:00,64.875,0.0,0.0,0.0,81.125,0.0,0.0,52.0,0.0,51.57142857,0.0,62.875,64.57142857,0.0,51.57142857,65.85714286,68.875,53.71428571,69.875,68.875,66.0,65.85714286
2020-06-02 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 05:15:00,0.0,58.0,57.28571429,60.42857143,0.0,61.71428571,56.71428571,0.0,70.85714286,0.0,74.28571429,0.0,0.0,58.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 05:30:00,0.0,343.25,338.5,346.0,0.0,351.0,336.625,0.0,338.375,0.0,353.5,0.0,0.0,335.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 05:45:00,0.0,622.0,616.5714286,616.7142857,0.0,624.2857143,611.2857143,0.0,610.5714286,0.0,638.5714286,0.0,0.0,602.7142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 06:00:00,54.57142857,930.0,925.125,925.875,73.0,940.5,917.875,57.5,922.75,56.625,947.875,51.42857143,55.5,905.125,55.75,40.875,59.0,57.5,53.71428571,42.42857143,55.375,54.0
2020-06-03 06:15:00,313.25,1469.0,1462.428571,1452.142857,350.1428571,1477.0,1446.0,339.8571429,1452.857143,335.8571429,1492.285714,308.625,331.4285714,1423.714286,332.5714286,329.7142857,342.2857143,337.8571429,327.875,326.5,333.1428571,328.5714286
2020-06-03 06:30:00,567.4285714,2287.25,2278.625,2247.25,621.875,2283.5,2241.125,608.25,2234.0,601.625,2317.75,562.4285714,602.25,2185.875,601.125,602.125,610.0,606.5,598.5714286,597.0,607.75,598.75
2020-06-03 06:45:00,857.75,2871.285714,2861.0,2803.285714,936.1428571,2859.428571,2819.428571,909.7142857,2824.714286,901.1428571,2913.428571,842.875,903.2857143,2763.0,895.1428571,895.0,917.1428571,908.2857143,905.375,902.875,904.0,895.1428571
2020-06-03 07:00:00,1348.142857,3462.875,3431.375,3313.142857,1445.714286,3390.285714,3359.125,1445.375,3320.875,1427.625,3512.875,1328.571429,1437.125,3242.75,1433.875,1428.875,1414.285714,1451.75,1430.285714,1427.857143,1442.75,1434.0
2020-06-03 07:15:00,2066.5,4538.714286,4526.285714,4296.25,2222.375,4351.875,4443.285714,2230.0,4298.0,2206.428571,4596.0,2041.25,2222.714286,4231.571429,2220.428571,2212.285714,2181.875,2236.428571,2182.625,2182.125,2230.714286,2209.571429
2020-06-03 07:30:00,2627.857143,4621.5,4612.625,4531.0,2835.857143,4640.0,4546.5,2788.375,4559.625,2749.5,4688.625,2585.142857,2788.5,4439.25,2775.75,2770.25,2774.142857,2807.375,2786.285714,2789.0,2788.25,2784.25
2020-06-03 07:45:00,3084.25,4628.142857,4628.571429,4499.875,3338.75,4608.5,4571.571429,3292.571429,4580.714286,3271.285714,4698.0,3052.5,3308.285714,4459.857143,3303.0,3302.857143,3266.375,3332.142857,3266.375,3278.875,3319.428571,3299.571429
2020-06-03 08:00:00,3944.0,5257.0,5260.125,5071.857143,4398.285714,5173.142857,5174.25,4208.714286,5110.428571,4181.0,5326.0,3900.142857,4280.125,4978.0,4268.375,4248.0,4288.428571,4384.0,4286.142857,4378.714286,4272.0,4308.5
2020-06-03 08:15:00,4246.75,6578.142857,6610.285714,6310.875,4563.875,6425.375,6523.428571,4474.625,6275.375,4450.375,6578.714286,4188.75,4457.857143,6148.75,4448.285714,4452.0,4480.25,4460.285714,4491.875,4469.25,4498.285714,4435.428571
2020-06-03 08:30:00,4258.428571,6391.125,6468.0,6339.0,4628.0,6477.0,6378.428571,4490.571429,6411.0,4439.0,6499.75,4196.285714,4531.875,6228.285714,4488.875,4502.875,4510.285714,4549.125,4549.0,4544.571429,4530.125,4530.5
2020-06-03 08:45:00,4797.375,5784.571429,5796.5,5707.25,5215.25,5887.625,5732.125,5077.625,5997.875,5032.25,5867.285714,4738.5,5157.714286,5847.75,5139.142857,5133.857143,5114.125,5184.714286,5133.75,5119.0,5169.571429,5138.571429
2020-06-03 09:00:00,5908.428571,6015.875,6039.142857,5907.142857,6385.285714,6048.428571,5961.142857,6375.285714,6046.285714,6253.714286,6099.75,5764.428571,6367.857143,5892.285714,6272.428571,6277.125,6297.857143,6231.142857,6299.0,6194.714286,6370.142857,6208.75
2020-06-03 09:15:00,6024.625,5953.428571,5889.875,5765.375,6440.5,5909.75,5805.875,6336.75,5946.125,6211.75,6023.857143,5872.375,6234.5,5808.125,6008.375,6175.0,6256.0,6023.625,6376.125,6296.125,6237.25,6194.714286
2020-06-03 09:30:00,5576.0,6125.125,5899.571429,5917.285714,6025.857143,6044.571429,5771.142857,5779.714286,6141.428571,5637.571429,6154.625,5399.142857,5756.285714,6033.714286,5585.285714,5629.125,5812.571429,5705.714286,5975.0,6005.142857,5692.714286,5794.875
