,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
30,1.6054457429482176,2.192371944300528,1.9526390430492089,1.6212794203731111,2.215010662084076,2.1738054348796574,1.5645872666259637,1.7113417414253136,2.374832584143782,2.9542737832328285
31,1.8980120000242984,2.5971838199996617,2.058425924853375,1.8486710281654213,2.211796290315236,1.8373334956270184,2.4113383890508846,2.3692705328030312,2.1906460408970627,2.0050858326164818
32,0.9663930553375548,2.180783475666201,2.2978152292401486,2.336305884707676,2.882195329574954,2.1237215604611874,1.873089042675311,2.292566417202224,1.6562074248787146,2.375633485361066
33,1.983121076212696,1.5788653834850974,1.8248786586263048,1.148186083516772,1.8066027796513409,1.360779137838115,1.997503217304068,2.4351887972691078,2.0592955159359145,1.836420602185048
34,1.11951348814623,1.561206899466378,1.3302232725626644,1.7651265321938672,1.3027071750002894,1.7447623528178222,0.9610991856342092,2.0334623654960478,1.6500264324528344,0.9112591396167384
35,0.4675986040589954,1.9365350600460205,1.119848231494898,1.512025155785423,1.3230709106346,1.807259111691056,1.1760062120211756,1.039296743634717,1.1081855904673878,1.4951602461683249
36,0.8733129805914093,0.9535189619495518,1.2865670556817548,1.020377462858612,0.9249416948608006,0.7760169811898805,1.3285006482723432,1.1776993394013184,0.9331316411700946,0.5256536638760537
37,0.4928448710202199,0.2701550359441055,0.498814557560766,-0.2427310594278746,-0.0379756033105939,-0.0642097419084038,0.3525550804907357,0.4361263418267622,0.9056857801991396,0.341310148440356
38,-0.8390913199299272,-0.5292778326244687,0.1019129376874478,0.4596180902416552,-0.0886098710095006,0.1308382693935775,-0.4437329067421838,-0.5044855324003529,-0.3131609697817631,-0.0894088700897579
39,-0.0527105125606783,-1.079011257566597,-0.7242626389971141,-0.7846007270973425,-0.7522754731736478,-0.879601708849566,-0.4292123781866196,-1.1749314379044822,-0.3032903765053204,0.4339181415437989
40,-1.949364921241961,-0.7437778385042781,-0.8036218882641099,-1.3009301902222783,-1.9576038952131172,-0.7383238078809138,-0.772015498005761,-1.405265713307554,-0.6129879425502173,-0.998696496922699
41,-1.8868201700846132,-2.0724182840940046,-1.7469806496922922,-1.0504185885310109,-1.7304047166693195,-1.8765130741790097,-0.806525097817513,-1.038252360355318,-1.938023935284896,-1.9837766837666344
42,-1.4292884983309548,-1.7214249518374356,-1.922091278961611,-1.18362301332749,-2.0792155088803703,-1.8147592806625723,-2.0056273572586547,-1.3438597137687858,-1.7615332665772692,-1.527196620216069
43,-2.3100983014536465,-1.505023451868384,-1.927748826270082,-2.143954037232593,-1.811253716671516,-2.481614175694138,-1.8801996890967445,-2.0169019988723518,-1.263527675503541,-1.834912309059633
44,-1.9272063028199309,-2.096585800133365,-1.2741976855519062,-1.6475505932524437,-2.1553856394458446,-1.8848663903999547,-2.244570903575913,-2.731916872453372,-1.7208734248012454,-2.633828855798821
45,-2.437661864135767,-1.253971290207383,-2.3111615106411314,-1.2810063138922545,-2.185171854396383,-1.6287387608113888,-1.5677725951427726,-1.8100956471318992,-1.8076638062886303,-1.3207771219143667
46,-1.927315677850618,-1.9155739163678824,-2.1874841460345995,-2.336805117331749,-1.6203930721206965,-1.5908250816966756,-1.7381835249555486,-1.7239506131741402,-1.8992350835086615,-1.752332961376216
47,-1.8977754477435933,-0.7786926141154052,-0.7104908809558813,-1.2937516630113883,-2.167054164546423,-1.6566529786328212,-0.7625030973800966,-1.4164995529800517,-1.1092939617729112,-1.0689017689093752
48,-0.7642423481805781,-1.190921544798299,-1.166834356550134,-1.0490234263778098,-0.9886350579847132,-0.0334086761124565,-1.4949856080295585,-1.7506470637359195,-1.016251296883206,0.0574781979285002
49,-0.6083652743366246,-0.5240812990001231,-0.1966523056783931,-0.5984690630050764,-0.6449805031979972,-0.8532210406193743,-0.6437717668344342,-0.1276076747261074,-0.0381151289893575,0.0276373646424464
50,0.6094385085386494,0.3999238226166671,-0.372086900417472,-0.2363311747821163,-0.1917723129092682,-0.6821361309752747,-0.8097619156539966,0.3483128892132748,0.7453263425959038,0.0838703958489946
51,0.5930657752771045,0.6225179657600425,0.4662686901477371,0.9362262717249136,0.2059582053502726,0.1454375540700396,0.578758071831801,0.8943767544530676,0.0801264153725449,0.7230801289290945
52,0.6705375826621853,0.9683376388137356,1.2087979879945137,0.492162393977552,0.4750368146850973,0.7803340601607991,0.9444908244465196,1.290836256511842,1.3553031229525416,0.4884646074910267
53,1.488495384317985,1.2941046050701182,1.147673619054445,1.1044218370818986,1.322844469952766,0.967574847141314,1.2768390561748322,1.5830355594312833,1.5411550226619402,1.0524300244136018
54,1.678521201810904,1.6807164318131496,1.884095947443212,1.3300521601658666,2.292143813357685,1.8398154021886493,2.1629752421934887,1.473039461841447,1.4532697659332905,1.4402052719417306
55,2.0374185923905013,1.853290232232592,2.0114398937224847,1.8587372078648323,1.5696207212499151,1.6451419998263987,2.278270112343475,2.023459695646637,1.6770054781635166,2.5096195379282964
56,2.1618646922140634,2.318652421985121,2.747516511370446,1.902827698221172,2.7003929856585165,2.4902940569689846,2.4981368503041645,1.7109432569059095,2.076832832621579,1.9904352354779948
57,2.1976519449135044,2.6423451767079413,2.5619423198702287,2.2517555123824597,1.9236576574430957,1.932982403450788,2.8143057924066515,1.599669238261708,1.6701425313113667,2.3008906796673068
58,1.9771459966819565,1.854390592909735,1.9352395622441512,1.4619836182222947,1.828862126653328,2.438718881645343,1.7770320482380484,1.5172446769677772,1.318015839257154,1.973859191641522
59,1.3832786035650273,1.9354997497429505,2.518329502405206,0.9032144827638048,1.236939307091794,1.0942682345654706,1.1209267845411004,1.5194612272800945,1.649245298309706,1.1492294743605738
60,0.6669788254027498,0.5151088015686461,0.8950936302585965,1.4680953634594551,1.5629567233765702,1.8188872206767928,0.9012244808176711,1.4321488718253448,1.1179829247389554,0.6955203379205017
61,0.7597152315824605,1.0265245224878998,1.22291041828618,1.7049704306691598,0.7264859249727547,0.3970893863848733,1.2975072099969496,1.1320333830760818,0.1024539376981157,0.6108743808384236
62,0.4502173932481448,0.3337039964739043,1.0977031869637175,0.1581554770559866,-0.0450571945663091,0.7159861866339721,1.13625886494882,0.4832675333353319,0.0845134530171315,0.7192634935025448
63,0.2027608590321744,-0.5814230112532572,0.8769188899925848,-0.3451259077775254,-0.2085608340784542,-0.1402461574262652,-0.7510623515267494,-0.5819014743842781,-0.0454238222710947,-0.3766519035403461
64,0.1000038930413215,-0.9339678725259892,-1.613632577316521,-0.0333563962853442,-0.5786923031334389,-1.1118793509070348,-0.9553818544272544,-0.7954604301264283,-0.3130551234573026,-0.117802143520831
65,-0.8311528045794803,-1.3067005968621284,-0.8066699836345368,-0.5175186533943023,-0.99839464571631,-0.967511995599568,-0.5652304323670109,-1.1271077940962393,-0.4801216853082624,-0.8518774036443182
66,-1.5040778104433146,-1.6991974872637936,-1.419720404780762,-1.7652250866217791,-1.9103865940983051,-1.777113728613961,-1.8732544655410892,-1.8997312798650168,-0.2584553767935298,-1.7875269228024615
67,-1.9158885838818631,-1.6091108933971876,-0.8912155188087142,-1.8457577464780144,-1.3882612549392297,-2.077865300199184,-1.645153182166235,-1.4759118834484997,-1.8389983285885223,-1.3223807639350835
68,-2.240665302968724,-1.5004558672996735,-1.3188604712229202,-1.1978293472853612,-1.6450178499883144,-2.1035365091298224,-2.107000263191547,-1.9445421879491112,-2.030713747153002,-1.89386369244117
69,-2.281520855268818,-1.405197870192977,-1.7773653567277077,-1.145655329988799,-1.997618714893936,-2.426914244577621,-2.2135789352933397,-1.801711355079621,-2.072480444444485,-2.441209416501398
70,-1.8792003159709088,-2.410788053750124,-1.730456002220179,-2.778621630170052,-1.648340790148892,-2.299453783401452,-2.663490901953544,-1.0617603572241818,-2.1057692144984808,-2.008066299063702
71,-1.365048573022609,-1.2260601856574949,-1.870579103501114,-1.6852167780935214,-1.851559971419696,-1.7019705006066086,-2.183426584003677,-1.107671694868276,-1.360890038466195,-1.7892296005001636
72,-1.376354880885366,-1.021910740283156,-1.527758912737475,-1.7250149972546187,-1.968323848129525,-1.50061351223448,-1.760961566758065,-1.5000688949716083,-1.6168515616719863,-1.586405249174116
73,-0.6705151920296294,-1.3651470843788889,-0.5363918071696898,-0.9104252592930878,-1.4815695426196114,-0.7068843266908515,-1.1210009243702646,-0.8651018618858556,-1.403728159961431,-1.4132006956338623
74,-0.1495056416867187,-0.2290435270774775,-0.7278979757665165,-0.9566006264207036,-0.901447292947333,-0.7433067479859179,-0.3806733589629375,-0.731766274406161,-0.557149021829305,0.302497040436411
75,-0.741032329236765,0.2412773249528719,-0.1748805935736709,0.1174295157305605,0.2512062172710182,0.263647369921917,-0.2020464570939942,0.5958814954652735,-0.1068771069346286,-0.1153271190648245
76,0.7616978189742891,0.5283770334412872,0.6503549990107369,0.4534147548773092,0.5133860299103881,0.2546922075839423,1.494940897499162,0.9974146639609488,0.854855693758484,0.0345025427519108
77,0.4867795347952882,0.527494461777593,0.9845068510924484,0.5406317841473218,0.7979050514809212,1.0717388894443238,1.729627163101346,0.7326749884909378,1.4265251931127496,0.5314739260693206
78,1.6135929120629398,1.6169178867462826,1.6158804743679558,0.670079995563129,0.4373682529810797,1.0130506814497366,2.0923293672439858,2.0684741740772368,1.1366720427782575,0.8255888360623947
79,1.4397036671221088,1.7329856780041737,0.8082989932566838,1.9133979717363212,1.477743283498588,1.0420106689362154,1.4893344323090818,2.0202084107694542,2.1684237640978363,1.9497130001441791
80,1.5988162287801542,1.9198719607651007,2.3197843134343348,1.4808689844959528,1.957223851798349,2.4094631863965628,2.140904464812426,1.8189869204323013,1.3632331997143594,2.476572215769771
81,2.1184343389003155,1.9640198445625876,1.930082473976109,2.282009101598632,1.7963496780258683,2.182020992634986,2.302510564977726,2.263279522130965,2.4832619662215287,2.1340193141179653
82,1.656655171960656,2.002592129995953,1.770108154882735,2.4501465443023247,1.805225690986931,2.2661299696676287,2.3224390243334483,1.6988226061229137,1.5013745802990348,1.675940564440805
83,2.073137640475731,1.4681352216317909,2.5068689229575165,1.6850170832696303,1.614773783196466,1.3072362225773708,1.5953024437124457,1.2104648924597572,2.232252559275173,1.5472460887125767
84,1.7599500852590917,1.50384440515719,1.7642308957268191,1.117252419422152,1.3429937197945945,1.0319701406703676,1.9107305565809032,1.5475786555714282,1.9605745530549537,0.7934934453214918
85,1.5563411128268572,1.168557240444668,0.640329012275925,1.9432132621114275,1.091615675009212,1.5246000654033065,1.9582965428883323,0.1019387576733055,1.2240793375459114,0.8164233558385527
86,0.6979513385100394,0.0576832349751442,0.6153820154563634,1.2997278201941267,0.7868132044836814,1.0036346553209343,0.5952936146612116,0.1901579419099572,0.814089426471845,0.3928938752110357
87,0.5281649859153299,0.2199204721715661,0.1058134770292195,0.4334563362835252,0.5761869598540874,1.2299625981071618,0.7427870495941632,0.7012802210934292,0.0890350276864908,0.1783098867761626
88,0.0791188371426708,0.1990510917025365,-0.4684428285875828,-1.3528719270892835,0.0079236116456055,-0.1683894992152649,-0.0134610275897313,-0.2747023410715786,-0.5656670184720083,-0.3082784985121138
89,-1.0235766668903206,-1.2394086999204612,-1.099002366223658,-0.5590240835017519,-0.987290414095228,-1.1326917551211624,-1.3410515934171348,-0.5749547319452928,-1.13846502150736,-0.4585953068142873
90,-0.8180054820245004,-1.8767115399311327,-1.851889774766077,-1.2913757733198878,-0.6300976046325379,-1.0174595479365305,-1.0417184358297067,-1.0396575651044015,-0.8300932617358825,-1.327999614203098
91,-0.9964116592464136,-0.8326533416112063,-1.4518038998322311,-1.6035241667387343,-1.9059579457673943,-1.1800441669804516,-1.04206725461753,-1.8144422790442196,-1.2250963211111423,-2.105401405755315
92,-2.147060188345205,-2.254510928762423,-1.635721779984543,-1.5557602512037496,-2.1968183127548877,-1.5171225017360033,-2.280347616885341,-2.4940320090185764,-2.2231612943578174,-2.645127295633979
93,-1.966650517354303,-2.064827876455306,-2.085230042310793,-1.6663749416331033,-2.093133952143635,-1.477530176089369,-1.3273149407987626,-2.001352873851599,-2.241929308412965,-2.664444597352269
94,-1.6128795173155197,-3.173153640425629,-2.084352452795296,-1.9867433155911605,-1.7686132097188063,-1.3431748149272689,-1.6050207381977843,-2.580698140823295,-2.232071606680078,-2.149461862448306
95,-1.9036641259149876,-1.960000855157333,-1.793232568118078,-2.2474990447334275,-1.1833912421011556,-2.3716065175396066,-1.574769856082414,-1.8872411948878576,-2.259584525954323,-1.7277545509707155
96,-1.57207233568832,-1.902452936987796,-1.853143157580264,-1.4440582885597657,-1.7085584385507897,-1.702645701196894,-1.7407240875376644,-1.197887238688491,-0.9527009272039696,-1.690962563368603
97,-1.560180845459135,-1.865160741803619,-1.3812581255007648,-1.0018841974722337,-1.617815931778575,-0.6409724235192028,-1.507539445553074,-1.9509405103513584,-0.9822596593543378,-2.10422030623272
98,-0.0610944661691127,-0.9321915107657248,-1.7110128854981546,-0.6744623564858205,-0.8998560996959387,-0.5047077043340525,-0.7334820630840087,-1.0779068737547188,-1.1953812592453663,-0.637157144122221
99,-0.4302960879967276,-0.3755765937059315,-0.6347473040883203,0.2956026708867038,-0.1764951815536322,-1.2232354043057336,-0.428710413383913,-0.4643468656251526,-0.3666129656782632,-0.4158156903018433
100,-0.1343442006413722,-0.243373520934552,-0.4603472526321229,0.28738712999133,-0.0827647196791515,-0.7383132799044445,0.0978274629613378,0.3286931799818293,0.3019633416650731,0.1512207191363393
101,0.2422280726627936,0.9170358361887456,0.1028687769564491,0.545329606559654,1.0649794413124831,0.5879673725193999,0.9662355018596744,0.7822670676847908,0.5996824243851225,0.9343520079525662
102,0.8742776656545195,0.8261336567266793,0.8922313688236274,0.7787583426157629,1.3608967836762431,1.492092354084721,1.466478567658386,0.9026778772763748,1.0500494104127465,1.2439101724613415
103,1.0917682511958509,1.201121675429256,0.6970069453932215,1.4000304604475753,1.568776782113899,1.9542325368044555,1.7261435767272315,1.548419131833282,1.757390409259587,0.8740884235887894
104,1.212980030630467,1.3426311235394248,1.442913879016717,1.73396041365035,1.4283269564642005,1.8121985507351093,1.3597681227550475,1.2439355468329718,1.3154169511296516,2.2047887281322174
105,1.7772229288927153,1.7831613243669546,2.0005682335993598,1.8810602952699755,2.5193700643215244,1.5315287602065846,2.401171247147746,1.5520379269739717,1.9761506400964,2.8951532438562877
106,2.0261529901471524,2.973364602043017,1.993743214441056,2.8008189449739147,2.3169617920473597,2.181790542666924,1.7374710131954805,2.0285166271674697,1.7176943611568694,1.874546985950312
107,2.199837865277494,2.368066050899642,1.7013144421703688,2.4327348170016903,1.5059595892862294,1.6275323728352484,1.8251040269238,1.6748043465070734,2.3916255618583877,2.5249419308772105
108,1.756809664793654,1.266817448334793,1.921343493012754,1.7945873356701216,1.8092443626104564,2.1631870260911983,2.302359849147055,1.6453874883666144,1.7520660725057824,2.20600732952985
109,0.7889754065589527,1.3876403744364638,1.2894529052845498,1.7179691796612475,1.3112533615142374,1.817427726980175,1.1090394183650072,2.051280715479663,2.0523852291830487,1.6482057965694823
110,1.0047248189137972,1.2792043036456373,2.0420328414902698,1.9070129044029,1.4314440268062592,0.913861231696087,1.029117256406461,1.39579844027638,1.3552937804928182,1.4993853275041196
111,0.8890191895603989,-0.1337576197986953,0.9361690024145684,1.090265035233595,0.9364465712322504,0.9064997376052508,0.4585281983259909,0.6333981019800089,0.1783977385192114,1.0382848474361488
112,0.6412036053868889,0.1472896578609046,0.1497829242589532,0.4638364979897067,0.097746308265033,0.5463631962688924,0.4027257389880234,-0.4046974754104457,0.8779403566520197,-0.0035879752016512
113,-0.0161041641529834,0.4344710992696212,-0.5663539262799149,-0.3466559411465408,-0.2222575563839545,0.0031500124348659,-0.574213649736351,-0.605545594435971,0.4899975626803035,-0.0511009227059153
114,-0.656240244339072,-0.6728700088071266,-0.5563012227087529,-1.4188329533744826,-1.4478834100292426,-0.3585489062412997,-0.4827152585951018,-0.6819605295218661,-0.5401839980257851,-1.3921849644395494
115,-1.6328472748353824,-0.8607919840619263,-1.1802649162464298,-1.4232101956290435,-0.8942114656659651,-1.5135874565875769,-1.6026883366124327,-0.6215551130379848,-0.1497731727918976,-1.7099581980829297
116,-2.3507749052327243,-1.0777704776707016,-1.9506881728341825,-2.015408521514896,-1.1526072948989925,-1.3837879592979423,-1.82677340359637,-1.407607757738648,-1.7293222834580038,-1.9209842041437757
117,-2.188942082198206,-2.2479612806669005,-2.1005765508963026,-1.211118866620867,-1.829049463732984,-1.5285380092232537,-1.5166885996490622,-2.3450939875326675,-1.948302783111563,-2.301747980059884
118,-1.3067496503173204,-1.77235373561389,-2.485164045971683,-1.123231771761282,-1.6875443115300748,-2.2001367039163453,-1.7706579148716446,-2.424485793642647,-1.9060420253107428,-1.74940590896931
119,-2.919657837266607,-1.6367641549807912,-2.3097678942462747,-2.267312796959882,-2.1169606008921047,-2.2778544541146224,-1.5031983386413716,-2.573521367997323,-1.9432242366405192,-2.775100287063641
120,-1.5667553901108566,-1.190619125741801,-1.251728898089383,-1.4015904684539466,-2.010288258325846,-1.828120854386638,-1.85098421733417,-2.4409622471460226,-1.7358580867108964,-1.5112170233841724
121,-1.6596707487461464,-1.4984730201693188,-1.6883728340477473,-1.3666656800692762,-1.7817686971689322,-1.6741204071988054,-1.7449677527887673,-1.5057727257413198,-1.673810641905256,-1.3518274561852477
122,-1.2833161391060353,-1.3591256425495335,-1.648670594284222,-1.4857047329309676,-1.5776969731459496,-1.1130699225310443,-0.788688636071864,-1.3578605500893273,-1.201884939266587,-1.3934074546113735
123,-1.4047890792463087,-1.3392884257535855,-0.4436454078901787,-1.598281333364946,-1.061010643112031,-1.154377723462584,-0.5250317364888626,-2.002729784157639,-1.2687245144594372,-0.6108493311332543
124,-0.3747504113406645,-0.0315518710009308,-1.299337423374761,-0.6587689676978036,-0.5232524327445108,-0.3080494979964289,-0.2679199284654529,-0.589730635673491,0.0470527037819324,-0.0672814871946913
125,0.0516763406865105,0.1483562993088939,-0.7721591375753195,-0.6259589809139727,-0.4401363925699392,0.2816640085598184,0.4498814279479277,0.2800813523856185,0.1939517365174637,-0.1455984910666501
126,0.934359583003188,0.8161742541157269,0.6127745126360891,-0.0165037691764796,0.1940778697149805,0.4525395749673139,0.802734416966951,0.5512048388384575,1.000172836590902,0.4691119365081002
127,0.5398577529284152,1.1814151531121726,0.2997941505596497,1.3323790953136243,1.237749962889013,1.830720160698744,1.0778057051780698,0.9019141230988018,1.1412357440084115,1.5066884913684349
128,1.51618014251216,1.824498921835173,1.5642711208697446,1.017657347387397,1.1058194268153887,1.895259270107651,1.182800385702891,1.2906959312642714,1.2008362316591752,1.4654470381788305
129,1.7358140730717193,1.7352568976945024,1.5905404391753897,1.981635750337584,1.853915299653616,0.7623142997635125,2.026893225036029,1.7689985697995136,1.1066760569191945,1.3901341736035455
130,1.9063296791025532,1.4449852153605929,2.161554651019716,1.7678044327091311,2.1156826939260567,2.1841029790137374,1.622832381566046,1.289140066326702,1.873595126413964,1.4344335437149898
131,1.893477304945784,1.8584202413870807,2.218976929177072,1.748648486170223,2.3844739701818387,2.40433830641547,2.3767467971245164,2.6498045879064307,2.16964287503529,2.563266575247482
132,2.485465168708528,1.6905232779525934,2.9841395134855637,1.882048702049202,1.3244672317475543,3.0453947466324607,2.1727533620253703,2.067898658115034,1.3304838472244032,2.278521112347992
133,2.4665153228277577,2.126866890022604,2.1287349574655514,1.8001600462323255,1.7741191777802183,2.053704653292381,1.758770559579674,1.5522782627657876,1.1196508275488113,1.8806324340788083
134,1.0038760208068425,1.2826168365111406,1.5739534809561924,0.6966938257269566,1.4676638895593082,1.6157742871186451,1.7998020396733798,1.8790812494913984,1.1827619946986507,1.749278124066318
135,1.1167289689019482,1.084261723815375,1.3611168074583964,1.4521419961519282,2.238298127084437,0.7676232492592439,0.5402642909948842,1.3174462310006991,1.0942844912375205,1.3706844970491594
136,0.4944913499712382,0.2584047365818301,1.1725937697596829,0.1662770489443098,0.6422188010656344,0.7349880766881839,1.149993027899992,1.6932961708917311,0.3916215123422465,0.1410995896327539
137,0.1527885716011491,0.519162626849865,0.1879751495756101,0.7571948460124365,0.0265461261294707,0.3970781475199151,-0.1736909318501275,0.0004510251980688,0.5294229670748943,-0.0843406306717594
138,0.6625484349642595,-0.7165623316024481,-0.1473056929189778,-0.79636270385385,-0.6538881377002809,-0.2816406614614709,-0.4430034401882178,0.3668354321586335,-0.6000344936715103,-0.405836331219921
139,-0.2062849897817441,-1.0900950610286726,-0.1919887742143955,-0.7076112802665073,-0.4996460281641954,-0.3797075736812877,-0.8881992529335437,-0.2150037675785162,-0.935994927643906,-0.937652021114198
140,-1.873288699588376,-1.1758899199865709,-1.2406202924929732,-1.4335526019287737,-1.083375404405463,-0.501074680600946,-1.778367081079927,-0.85198681855625,-1.547467864702152,-0.9309062278339244
141,-1.598487578310381,-0.8923398296987667,-1.4564793312837,-1.844255486936561,-1.1880845138648697,-1.17944833870966,-1.2249642781819796,-1.2398483283061676,-1.335275558195523,-1.8086687672802904
142,-1.2325485393313542,-2.490659422418278,-1.6369511194457596,-2.38066257692351,-1.7623054168015366,-2.292226282371786,-2.4294029550553318,-2.144767772771953,-2.237003363228708,-1.94592356169105
143,-2.020657185331741,-1.7291365661896132,-1.761876024768207,-1.233046849714185,-1.7890237580959765,-1.8460673379949424,-2.108677796165641,-2.274644032531804,-1.8454176548404893,-1.865398747437836
144,-1.825890946820796,-2.392874166892493,-2.0830383037550355,-2.418577948860082,-2.224977401454848,-2.2142644415880484,-2.5633844696537205,-2.3623559034883104,-2.4641922715211173,-1.6124339661173974
145,-2.7364640661200594,-1.9597725593426143,-2.4268891302641897,-1.0840347298132271,-2.3463230218057323,-1.997997067557045,-2.593480505489582,-2.1342478051093177,-1.50062514187718,-2.396806373162039
146,-1.784720243523279,-1.329492936300375,-1.7636749438093924,-1.5669475874773495,-1.279552591694897,-2.092906810330171,-1.2807761643088469,-1.9203101473728903,-1.8197606154063977,-1.6255267085130778
147,-0.8029617054816836,-1.0198747881686754,-1.4413663436648685,-1.4146990331032054,-1.709591580612928,-1.4286744917711456,-1.5006557173536017,-1.1247603033784173,-1.6168431316006886,-1.063879383233193
